order_id,order_date,MONTH,YEAR,store_name,product_name,category_name,brand_name,list_price,quantity,discount,total_revenue,net_revenue
232,20/05/2016,5,2016,Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.1,3599.98,3239.982
233,21/05/2016,5,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.1,269.99,242.991
233,21/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.1,1199.98,1079.982
233,21/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,1,0.2,549.99,439.992
233,21/05/2016,5,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,2,0.07,1059.98,985.7814
234,22/05/2016,5,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.2,3361.98,2689.584
234,22/05/2016,5,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.05,858,815.1
234,22/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,1,0.1,549.99,494.991
234,22/05/2016,5,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.05,3999.99,3799.9905
234,22/05/2016,5,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,1,0.1,299.99,269.991
235,24/05/2016,5,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,1,0.07,469.99,437.0907
235,24/05/2016,5,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.05,539.98,512.981
235,24/05/2016,5,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.05,7999.98,7599.981
236,25/05/2016,5,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.07,1999.98,1859.9814
236,25/05/2016,5,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.1,1499.98,1349.982
236,25/05/2016,5,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,2,0.1,5799.98,5219.982
237,25/05/2016,5,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.2,529.99,423.992
237,25/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,1,0.07,549.99,511.4907
237,25/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
237,25/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,1,0.05,599.99,569.9905
238,26/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
238,26/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.07,499.99,464.9907
238,26/05/2016,5,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.2,539.98,431.984
238,26/05/2016,5,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,2,0.05,539.98,512.981
238,26/05/2016,5,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.07,3999.99,3719.9907
239,27/05/2016,5,2016,Rowlett Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.1,1199.98,1079.982
239,27/05/2016,5,2016,Rowlett Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.05,539.98,512.981
239,27/05/2016,5,2016,Rowlett Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,1,0.07,449,417.57
239,27/05/2016,5,2016,Rowlett Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,2,0.07,5799.98,5393.9814
240,27/05/2016,5,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.07,2999.99,2789.9907
240,27/05/2016,5,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.07,1799.99,1673.9907
240,27/05/2016,5,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.07,1320.99,1228.5207
240,27/05/2016,5,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,2,0.07,898,835.14
241,27/05/2016,5,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.2,3999.99,3199.992
242,27/05/2016,5,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.2,999.99,799.992
243,27/05/2016,5,2016,Rowlett Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.05,999.98,949.981
243,27/05/2016,5,2016,Rowlett Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,2,0.07,898,835.14
243,27/05/2016,5,2016,Rowlett Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.05,7999.98,7599.981
244,28/05/2016,5,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.07,449,417.57
244,28/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.2,499.99,399.992
244,28/05/2016,5,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.1,269.99,242.991
245,29/05/2016,5,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.05,3098,2943.1
245,29/05/2016,5,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.1,1799.99,1619.991
246,30/05/2016,5,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.2,858,686.4
247,30/05/2016,5,2016,Santa Cruz Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.07,499.99,464.9907
247,30/05/2016,5,2016,Santa Cruz Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.2,999.99,799.992
248,30/05/2016,5,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.1,269.99,242.991
248,30/05/2016,5,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.1,1199.98,1079.982
248,30/05/2016,5,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.1,429,386.1
248,30/05/2016,5,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.2,2999.99,2399.992
249,01/06/2016,6,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.05,7999.98,7599.981
249,01/06/2016,6,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,2,0.05,898,853.1
249,01/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.1,269.99,242.991
250,01/06/2016,6,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.05,858,815.1
250,01/06/2016,6,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.1,3361.98,3025.782
251,01/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.2,599.98,479.984
251,01/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,2,0.05,539.98,512.981
252,01/06/2016,6,2016,Rowlett Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.1,3361.98,3025.782
252,01/06/2016,6,2016,Rowlett Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.07,2899.99,2696.9907
252,01/06/2016,6,2016,Rowlett Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.1,449,404.1
253,02/06/2016,6,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.07,3361.98,3126.6414
254,03/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.07,939.98,874.1814
254,03/06/2016,6,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.05,999.99,949.9905
254,03/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,1,0.05,549.99,522.4905
255,03/06/2016,6,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,2,0.1,2641.98,2377.782
255,03/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.2,269.99,215.992
255,03/06/2016,6,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.2,1499.98,1199.984
255,03/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.07,269.99,251.0907
256,04/06/2016,6,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,1,0.1,1680.99,1512.891
256,04/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
257,05/06/2016,6,2016,Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.07,3599.98,3347.9814
257,05/06/2016,6,2016,Santa Cruz Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.2,539.98,431.984
257,05/06/2016,6,2016,Santa Cruz Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.1,3098,2788.2
257,05/06/2016,6,2016,Santa Cruz Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.1,529.99,476.991
258,06/06/2016,6,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.05,3599.98,3419.981
258,06/06/2016,6,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.07,2899.99,2696.9907
258,06/06/2016,6,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.07,449,417.57
258,06/06/2016,6,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,1,0.05,449,426.55
259,06/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,1,0.05,599.99,569.9905
259,06/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.1,939.98,845.982
259,06/06/2016,6,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.2,1499.98,1199.984
259,06/06/2016,6,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.1,2899.99,2609.991
260,06/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.2,599.98,479.984
260,06/06/2016,6,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,1,0.2,1549,1239.2
260,06/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,2,0.2,1099.98,879.984
261,08/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.05,1199.98,1139.981
261,08/06/2016,6,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.1,269.99,242.991
261,08/06/2016,6,2016,Santa Cruz Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.1,858,772.2
262,08/06/2016,6,2016,Rowlett Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,1,0.07,749.99,697.4907
262,08/06/2016,6,2016,Rowlett Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.05,5999.98,5699.981
263,09/06/2016,6,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.07,2999.99,2789.9907
263,09/06/2016,6,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.2,999.99,799.992
263,09/06/2016,6,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.05,1499.98,1424.981
264,10/06/2016,6,2016,Santa Cruz Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,1,0.2,1549,1239.2
264,10/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,2,0.05,1099.98,1044.981
264,10/06/2016,6,2016,Santa Cruz Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,2,0.1,1059.98,953.982
264,10/06/2016,6,2016,Santa Cruz Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.07,1999.98,1859.9814
265,10/06/2016,6,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.2,5999.98,4799.984
266,10/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.07,939.98,874.1814
266,10/06/2016,6,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.2,449,359.2
266,10/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.05,499.99,474.9905
267,11/06/2016,6,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,2,0.2,539.98,431.984
267,11/06/2016,6,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.1,599.98,539.982
267,11/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,1,0.1,549.99,494.991
267,11/06/2016,6,2016,Santa Cruz Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.07,7999.98,7439.9814
267,11/06/2016,6,2016,Santa Cruz Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
268,11/06/2016,6,2016,Santa Cruz Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.05,3999.99,3799.9905
268,11/06/2016,6,2016,Santa Cruz Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.2,939.98,751.984
268,11/06/2016,6,2016,Santa Cruz Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.1,2999.99,2699.991
269,12/06/2016,6,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.07,1320.99,1228.5207
269,12/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.07,599.98,557.9814
269,12/06/2016,6,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,1,0.05,449,426.55
269,12/06/2016,6,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.05,999.99,949.9905
270,12/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.2,999.98,799.984
270,12/06/2016,6,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.1,529.99,476.991
271,13/06/2016,6,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.07,3361.98,3126.6414
271,13/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.05,939.98,892.981
271,13/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.1,269.99,242.991
271,13/06/2016,6,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.1,7999.98,7199.982
272,15/06/2016,6,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.07,1499.98,1394.9814
272,15/06/2016,6,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,1,0.07,1680.99,1563.3207
273,16/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.1,269.99,242.991
274,17/06/2016,6,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.05,3361.98,3193.881
274,17/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.1,999.98,899.982
274,17/06/2016,6,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.07,5999.98,5579.9814
275,17/06/2016,6,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,1,0.05,449,426.55
275,17/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.1,499.99,449.991
275,17/06/2016,6,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.05,7999.98,7599.981
276,18/06/2016,6,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.2,1999.98,1599.984
276,18/06/2016,6,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.05,429,407.55
276,18/06/2016,6,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.07,5999.98,5579.9814
277,19/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
277,19/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.2,939.98,751.984
277,19/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.1,539.98,485.982
278,20/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,1,0.2,599.99,479.992
278,20/06/2016,6,2016,Santa Cruz Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,2,0.07,898,835.14
278,20/06/2016,6,2016,Santa Cruz Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.07,269.99,251.0907
278,20/06/2016,6,2016,Santa Cruz Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.07,3361.98,3126.6414
279,21/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.07,499.99,464.9907
280,21/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.07,499.99,464.9907
280,21/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.07,1199.98,1115.9814
280,21/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.07,269.99,251.0907
281,21/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.07,269.99,251.0907
281,21/06/2016,6,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.1,539.98,485.982
281,21/06/2016,6,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.07,7999.98,7439.9814
282,22/06/2016,6,2016,Rowlett Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,1,0.07,599.99,557.9907
282,22/06/2016,6,2016,Rowlett Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.07,7999.98,7439.9814
282,22/06/2016,6,2016,Rowlett Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.05,1999.98,1899.981
282,22/06/2016,6,2016,Rowlett Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.07,1199.98,1115.9814
283,23/06/2016,6,2016,Santa Cruz Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.05,2999.99,2849.9905
283,23/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
284,23/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,2,0.2,1099.98,879.984
284,23/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,1,0.2,599.99,479.992
285,25/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.05,1199.98,1139.981
285,25/06/2016,6,2016,Santa Cruz Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,1,0.05,549.99,522.4905
285,25/06/2016,6,2016,Santa Cruz Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,1,0.1,749.99,674.991
286,25/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.2,1199.98,959.984
286,25/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.07,539.98,502.1814
286,25/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.1,1199.98,1079.982
286,25/06/2016,6,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.1,3999.99,3599.991
287,25/06/2016,6,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.2,1320.99,1056.792
287,25/06/2016,6,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,1,0.05,1549,1471.55
287,25/06/2016,6,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,1,0.05,749.99,712.4905
287,25/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,1,0.05,599.99,569.9905
288,25/06/2016,6,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.2,2899.99,2319.992
288,25/06/2016,6,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,1,0.1,1549,1394.1
288,25/06/2016,6,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.05,7999.98,7599.981
289,27/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.07,269.99,251.0907
289,27/06/2016,6,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,1,0.2,549.99,439.992
289,27/06/2016,6,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.2,429,343.2
290,28/06/2016,6,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.07,1499.98,1394.9814
290,28/06/2016,6,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,2,0.07,2641.98,2457.0414
290,28/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.1,269.99,242.991
291,29/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,2,0.05,939.98,892.981
291,29/06/2016,6,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.07,539.98,502.1814
292,29/06/2016,6,2016,Rowlett Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,2,0.1,898,808.2
292,29/06/2016,6,2016,Rowlett Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.07,2899.99,2696.9907
292,29/06/2016,6,2016,Rowlett Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.05,3098,2943.1
293,30/06/2016,6,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,2,0.05,898,853.1
293,30/06/2016,6,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,1,0.2,469.99,375.992
